OrderStatusID,OrderID,StatusCode,StatusDate,is_current,is_open
139,42,AS,2024-07-05,1,True
141,43,P,2024-06-28,0,True
142,43,AS,2024-07-02,1,True
144,44,P,2024-06-07,0,True
145,44,AS,2024-06-13,0,True
146,44,D,2024-06-26,1,False
147,45,P,2024-07-01,0,True
148,45,BB,2024-07-04,1,True
151,46,P,2024-06-28,0,True
152,46,BA,2024-06-29,0,True
153,46,AS,2024-07-01,1,True
155,47,P,2024-06-20,0,True
156,47,BA,2024-06-22,0,True
157,47,AS,2024-06-23,0,True
158,47,D,2024-06-24,1,False
159,48,P,2024-07-04,1,True
163,49,P,2024-07-01,0,True
164,49,BA,2024-07-03,0,True
165,49,AS,2024-07-05,1,True
167,50,P,2024-06-30,0,True
168,50,BR,2024-07-03,1,False
169,51,P,2024-06-17,0,True
170,51,AS,2024-06-19,0,True
171,51,D,2024-06-21,1,False
172,52,P,2024-07-04,1,True
176,53,P,2024-06-19,0,True
177,53,BB,2024-06-24,1,True
181,54,P,2024-06-17,0,True
182,54,AS,2024-06-22,0,True
183,54,D,2024-07-02,1,False
184,55,P,2024-06-26,0,True
185,55,AS,2024-07-01,1,True
187,56,P,2024-06-23,0,True
188,56,BB,2024-06-27,1,True
192,57,P,2024-06-17,0,True
193,57,BA,2024-06-24,0,True
194,57,AS,2024-06-27,0,True
195,57,D,2024-07-05,1,False
196,58,P,2024-06-05,0,True
197,58,BA,2024-06-10,0,True
198,58,AS,2024-06-12,0,True
199,58,D,2024-06-18,1,False
200,59,P,2024-06-29,0,True
201,59,AS,2024-07-04,1,True
203,60,P,2024-06-21,0,True
204,60,AS,2024-06-23,0,True
205,60,D,2024-06-28,1,False
206,61,P,2024-06-17,0,True
207,61,BA,2024-06-21,0,True
208,61,AS,2024-06-22,1,True
210,62,P,2024-06-24,0,True
211,62,AS,2024-06-28,0,True
212,62,D,2024-06-29,1,False
213,63,P,2024-06-28,0,True
214,63,BA,2024-06-30,0,True
215,63,AS,2024-07-04,1,True
217,64,P,2024-07-03,1,True
220,65,P,2024-07-01,0,True
221,65,BB,2024-07-03,1,True
224,66,P,2024-06-16,0,True
225,66,BA,2024-06-20,0,True
226,66,AS,2024-06-23,0,True
227,66,D,2024-07-01,1,False
228,67,P,2024-07-04,1,True
231,68,P,2024-06-18,0,True
232,68,AS,2024-06-21,0,True
233,68,D,2024-06-25,1,False
234,69,P,2024-06-22,0,True
235,69,AS,2024-06-24,0,True
236,69,D,2024-06-30,1,False
237,70,P,2024-06-25,0,True
238,70,AS,2024-06-30,1,True
240,71,P,2024-06-15,0,True
241,71,AS,2024-06-18,0,True
242,71,D,2024-06-21,1,False
243,72,P,2024-07-02,0,True
244,72,BB,2024-07-04,1,True
247,73,P,2024-07-04,1,True
250,74,P,2024-06-20,0,True
251,74,BR,2024-06-22,1,False
252,75,P,2024-06-21,0,True
253,75,BB,2024-06-24,1,True
255,76,P,2024-06-22,0,True
256,76,BB,2024-06-25,1,True
260,77,P,2024-06-24,0,True
261,77,BB,2024-06-28,1,True
264,78,P,2024-06-17,0,True
265,78,BZ,2024-06-22,1,True
269,79,P,2024-06-19,0,True
270,79,AS,2024-06-25,1,True
272,80,P,2024-06-10,0,True
273,80,AS,2024-06-14,0,True
274,80,D,2024-06-21,1,False
275,81,P,2024-06-29,0,True
276,81,AS,2024-07-03,1,True
278,82,P,2024-06-14,0,True
279,82,AS,2024-06-18,0,True
280,82,D,2024-06-24,1,False
281,83,P,2024-07-03,0,True
282,83,AS,2024-07-04,1,True
284,84,P,2024-07-01,0,True
285,84,AS,2024-07-04,1,True
287,85,P,2024-06-10,0,True
288,85,BR,2024-06-14,1,False
289,86,P,2024-06-10,0,True
290,86,AS,2024-06-13,0,True
291,86,D,2024-06-19,1,False
292,87,P,2024-06-15,0,True
293,87,AS,2024-06-19,0,True
294,87,D,2024-06-26,1,False
295,88,P,2024-06-06,0,True
296,88,AS,2024-06-08,0,True
297,88,D,2024-06-15,1,False
298,89,P,2024-06-07,0,True
299,89,AS,2024-06-10,0,True
300,89,D,2024-06-17,1,False
301,90,P,2024-07-03,1,True
305,91,P,2024-06-20,0,True
306,91,BR,2024-06-26,1,False
307,92,P,2024-06-21,0,True
308,92,AS,2024-06-25,0,True
309,92,D,2024-07-01,1,False
310,93,P,2024-06-24,0,True
311,93,AS,2024-06-28,1,True
313,94,P,2024-06-21,0,True
314,94,AS,2024-06-25,1,True
316,95,P,2024-06-19,0,True
317,95,AS,2024-06-22,0,True
318,95,D,2024-07-02,1,False
319,96,P,2024-06-22,0,True
320,96,BA,2024-06-25,0,True
321,96,AS,2024-06-28,1,True
323,97,P,2024-06-17,0,True
324,97,BB,2024-06-23,0,True
325,97,BA,2024-07-04,1,True
328,98,P,2024-06-25,0,True
329,98,BB,2024-06-27,1,True
332,99,P,2024-06-16,0,True
333,99,BA,2024-06-19,0,True
334,99,AS,2024-06-21,0,True
335,99,D,2024-06-27,1,False
336,100,P,2024-06-06,0,True
337,100,AS,2024-06-11,0,True
338,100,D,2024-06-21,1,False
339,101,P,2024-06-24,0,True
340,101,BV,2024-06-27,0,True
341,101,D,2024-07-04,1,False
342,102,P,2024-06-27,0,True
343,102,AS,2024-07-01,1,True
345,103,P,2024-07-04,1,True
348,104,P,2024-06-27,0,True
349,104,BA,2024-06-29,0,True
350,104,AS,2024-07-02,1,True
352,105,P,2024-06-15,0,True
353,105,AS,2024-06-20,0,True
354,105,D,2024-06-24,1,False
355,106,P,2024-07-01,1,True
358,107,P,2024-06-24,0,True
359,107,AS,2024-06-29,0,True
360,107,D,2024-07-03,1,False
361,108,P,2024-06-09,0,True
362,108,BA,2024-06-10,0,True
363,108,AS,2024-06-11,0,True
364,108,D,2024-06-19,1,False
365,109,P,2024-06-05,0,True
366,109,BZ,2024-06-10,0,True
367,109,BV,2024-06-24,0,True
368,109,BR,2024-07-04,1,False
369,110,P,2024-06-22,0,True
370,110,AS,2024-06-27,0,True
371,110,D,2024-07-01,1,False
372,111,P,2024-06-13,0,True
373,111,BA,2024-06-14,0,True
374,111,AS,2024-06-17,0,True
375,111,D,2024-07-01,1,False
376,112,P,2024-06-29,0,True
377,112,BB,2024-07-04,1,True
380,113,P,2024-06-17,0,True
381,113,BA,2024-06-21,0,True
382,113,AS,2024-06-23,0,True
383,113,D,2024-06-25,1,False
384,114,P,2024-06-06,0,True
385,114,BA,2024-06-07,0,True
386,114,D,2024-06-09,1,False
387,115,P,2024-06-16,0,True
388,115,AS,2024-06-19,0,True
389,115,D,2024-06-23,1,False
390,116,P,2024-07-01,0,True
391,116,AS,2024-07-03,1,True
393,117,P,2024-06-05,0,True
394,117,BA,2024-06-08,0,True
395,117,BR,2024-06-10,1,False
396,118,P,2024-06-28,0,True
397,118,AS,2024-07-01,1,True
399,119,P,2024-06-17,0,True
400,119,AS,2024-06-21,0,True
401,119,D,2024-06-28,1,False
402,120,P,2024-07-04,1,True
405,121,P,2024-06-13,0,True
406,121,AS,2024-06-18,0,True
407,121,D,2024-06-26,1,False
408,122,P,2024-06-23,0,True
409,122,AS,2024-06-27,0,True
410,122,D,2024-07-02,1,False
411,123,P,2024-06-08,0,True
412,123,BA,2024-06-09,0,True
413,123,AS,2024-06-13,0,True
414,123,D,2024-06-27,1,False
415,124,P,2024-07-01,0,True
416,124,AS,2024-07-04,1,True
418,125,P,2024-06-18,0,True
419,125,BA,2024-06-22,0,True
420,125,AS,2024-06-25,0,True
421,125,D,2024-07-05,1,False
422,126,P,2024-06-06,0,True
423,126,AS,2024-06-11,0,True
424,126,D,2024-06-15,1,False
425,127,P,2024-06-25,0,True
426,127,AS,2024-06-26,1,True
428,128,P,2024-07-03,1,True
431,129,P,2024-07-01,0,True
432,129,AS,2024-07-05,1,True
434,130,P,2024-06-28,0,True
435,130,BA,2024-07-04,1,True
438,131,P,2024-07-03,1,True
442,132,P,2024-06-05,0,True
443,132,BA,2024-06-07,0,True
444,132,D,2024-06-10,1,False
445,133,P,2024-06-29,0,True
446,133,BR,2024-07-03,1,False
447,134,P,2024-06-06,0,True
448,134,BA,2024-06-11,0,True
449,134,AS,2024-06-13,0,True
450,134,D,2024-06-21,1,False
451,135,P,2024-06-28,0,True
452,135,AS,2024-07-01,1,True
454,136,P,2024-06-09,0,True
455,136,AS,2024-06-11,0,True
456,136,D,2024-06-13,1,False
457,137,P,2024-06-13,0,True
458,137,BA,2024-06-16,0,True
459,137,AS,2024-06-18,0,True
460,137,D,2024-06-28,1,False
461,138,P,2024-07-04,1,True
466,139,P,2024-06-23,0,True
467,139,AS,2024-06-26,0,True
468,139,D,2024-07-02,1,False
469,140,P,2024-06-25,0,True
470,140,BR,2024-06-28,1,False
471,141,P,2024-06-06,0,True
472,141,AS,2024-06-11,0,True
473,141,D,2024-06-13,1,False
474,142,P,2024-06-05,0,True
475,142,AS,2024-06-11,0,True
476,142,D,2024-06-16,1,False
477,143,P,2024-06-14,0,True
478,143,AS,2024-06-15,0,True
479,143,D,2024-06-17,1,False
480,144,P,2024-06-19,0,True
481,144,AS,2024-06-23,0,True
482,144,D,2024-06-30,1,False
483,145,P,2024-06-06,0,True
484,145,AS,2024-06-08,0,True
485,145,D,2024-06-13,1,False
486,146,P,2024-06-07,0,True
487,146,AS,2024-06-12,0,True
488,146,D,2024-06-21,1,False
489,147,P,2024-06-29,0,True
490,147,BA,2024-07-01,0,True
491,147,AS,2024-07-03,1,True
493,148,P,2024-07-01,0,True
494,148,AS,2024-07-03,1,True
496,149,P,2024-06-21,0,True
497,149,AS,2024-06-23,0,True
498,149,D,2024-06-30,1,False
499,150,P,2024-06-29,0,True
500,150,AS,2024-07-03,1,True
502,151,P,2024-06-13,0,True
503,151,BR,2024-06-18,1,False
504,152,P,2024-06-29,0,True
505,152,BA,2024-07-03,0,True
506,152,AS,2024-07-04,0,True
507,152,D,2024-07-05,1,False
508,153,P,2024-06-06,0,True
509,153,AS,2024-06-10,0,True
510,153,D,2024-06-18,1,False
511,154,P,2024-07-01,0,True
512,154,AS,2024-07-05,1,True
514,155,P,2024-06-24,0,True
515,155,BB,2024-06-28,1,True
520,156,P,2024-06-14,0,True
521,156,AS,2024-06-18,0,True
522,156,D,2024-06-23,1,False
523,157,P,2024-06-10,0,True
524,157,AS,2024-06-13,0,True
525,157,D,2024-06-18,1,False
526,158,P,2024-06-23,0,True
527,158,AS,2024-06-25,0,True
528,158,D,2024-06-28,1,False
529,159,P,2024-06-18,0,True
530,159,AS,2024-06-22,0,True
531,159,D,2024-07-01,1,False
532,160,P,2024-06-28,0,True
533,160,BR,2024-07-01,1,False
534,161,P,2024-07-01,0,True
535,161,BA,2024-07-05,1,True
538,162,P,2024-06-22,0,True
539,162,AS,2024-06-27,0,True
540,162,D,2024-07-01,1,False
541,163,P,2024-06-27,0,True
542,163,AS,2024-07-03,1,True
544,164,P,2024-06-26,0,True
545,164,BR,2024-06-30,1,False
546,165,P,2024-07-04,1,True
549,166,P,2024-06-24,0,True
550,166,BZ,2024-06-26,1,True
554,167,P,2024-06-25,0,True
555,167,BA,2024-06-30,0,True
556,167,D,2024-07-04,1,False
557,168,P,2024-06-09,0,True
558,168,BB,2024-06-13,0,True
559,168,BZ,2024-06-21,0,True
560,168,AS,2024-06-23,0,True
561,168,D,2024-06-30,1,False
562,169,P,2024-06-22,0,True
563,169,AS,2024-06-25,1,True
565,170,P,2024-06-14,0,True
566,170,AS,2024-06-16,0,True
567,170,D,2024-06-25,1,False
568,171,P,2024-06-12,0,True
569,171,AS,2024-06-18,0,True
570,171,D,2024-06-26,1,False
571,172,P,2024-06-17,0,True
572,172,AS,2024-06-21,0,True
573,172,BR,2024-07-01,1,False
574,173,P,2024-06-17,0,True
575,173,BV,2024-06-20,0,True
576,173,AS,2024-06-29,0,True
577,173,BR,2024-06-30,1,False
578,174,P,2024-06-14,0,True
579,174,AS,2024-06-17,0,True
580,174,D,2024-06-23,1,False
581,175,P,2024-06-18,0,True
582,175,AS,2024-06-19,0,True
583,175,BR,2024-07-04,1,False
584,176,P,2024-06-06,0,True
585,176,BB,2024-06-09,0,True
586,176,AS,2024-06-23,0,True
587,176,D,2024-06-30,1,False
588,177,P,2024-07-02,1,True
591,178,P,2024-06-18,0,True
592,178,BA,2024-06-21,0,True
593,178,AS,2024-06-22,0,True
594,178,D,2024-07-03,1,False
595,179,P,2024-06-05,0,True
596,179,BB,2024-06-07,0,True
597,179,BA,2024-06-16,0,True
598,179,AS,2024-06-19,0,True
599,179,D,2024-07-02,1,False
600,180,P,2024-06-10,0,True
601,180,AS,2024-06-14,0,True
602,180,D,2024-06-18,1,False
603,181,P,2024-06-29,0,True
604,181,BA,2024-07-02,0,True
605,181,AS,2024-07-04,1,True
607,182,P,2024-06-15,0,True
608,182,AS,2024-06-20,0,True
609,182,D,2024-06-29,1,False
610,183,P,2024-07-01,0,True
611,183,AS,2024-07-04,1,True
613,184,P,2024-06-13,0,True
614,184,AS,2024-06-18,0,True
615,184,D,2024-06-20,1,False
616,185,P,2024-06-20,0,True
617,185,AS,2024-06-25,1,True
619,186,P,2024-06-18,0,True
620,186,AS,2024-06-21,0,True
621,186,D,2024-07-05,1,False
622,187,P,2024-06-18,0,True
623,187,BV,2024-06-19,1,True
626,188,P,2024-06-12,0,True
627,188,AS,2024-06-15,0,True
628,188,D,2024-06-22,1,False
629,189,P,2024-06-22,0,True
630,189,AS,2024-06-27,0,True
631,189,D,2024-06-29,1,False
632,190,P,2024-06-09,0,True
633,190,AS,2024-06-14,0,True
634,190,D,2024-06-24,1,False
635,191,P,2024-07-01,0,True
636,191,BA,2024-07-05,1,True
638,192,P,2024-06-08,0,True
639,192,AS,2024-06-13,0,True
640,192,D,2024-06-29,1,False
641,193,P,2024-06-17,0,True
642,193,BV,2024-06-18,0,True
643,193,AS,2024-06-25,0,True
644,193,D,2024-06-27,1,False
645,194,P,2024-06-07,0,True
646,194,AS,2024-06-10,0,True
647,194,D,2024-06-19,1,False
648,195,P,2024-07-04,1,True
652,196,P,2024-06-17,0,True
653,196,AS,2024-06-21,0,True
654,196,D,2024-06-23,1,False
655,197,P,2024-06-21,0,True
656,197,AS,2024-06-23,1,True
658,198,P,2024-06-28,0,True
659,198,BB,2024-07-03,1,True
663,199,P,2024-06-06,0,True
664,199,BV,2024-06-09,0,True
665,199,AS,2024-06-19,0,True
666,199,D,2024-06-29,1,False
667,200,P,2024-06-22,0,True
668,200,BV,2024-06-27,1,True
670,201,P,2024-06-22,0,True
671,201,AS,2024-06-24,1,True
673,202,P,2024-06-26,0,True
674,202,BA,2024-06-28,0,True
675,202,AS,2024-07-02,1,True
677,203,P,2024-06-13,0,True
678,203,BD,2024-06-18,0,True
679,203,BV,2024-06-26,1,True
681,204,P,2024-07-01,0,True
682,204,BA,2024-07-04,1,True
685,205,P,2024-06-26,0,True
686,205,BR,2024-06-28,1,False
687,206,P,2024-06-30,0,True
688,206,AS,2024-07-05,1,True
690,207,P,2024-06-29,0,True
691,207,AS,2024-07-01,1,True
693,208,P,2024-06-14,0,True
694,208,BV,2024-06-15,0,True
695,208,BR,2024-06-19,1,False
696,209,P,2024-06-16,0,True
697,209,AS,2024-06-19,0,True
698,209,D,2024-06-24,1,False
699,210,P,2024-06-10,0,True
700,210,BR,2024-06-14,1,False
701,211,P,2024-06-05,0,True
702,211,AS,2024-06-07,0,True
703,211,D,2024-06-18,1,False
704,212,P,2024-06-11,0,True
705,212,AS,2024-06-13,0,True
706,212,D,2024-06-23,1,False
707,213,P,2024-06-17,0,True
708,213,BV,2024-06-20,0,True
709,213,D,2024-06-24,1,False
710,214,P,2024-06-14,0,True
711,214,AS,2024-06-20,0,True
712,214,D,2024-06-27,1,False
713,215,P,2024-06-08,0,True
714,215,AS,2024-06-10,0,True
715,215,D,2024-06-18,1,False
716,216,P,2024-06-21,0,True
717,216,BA,2024-06-27,0,True
718,216,AS,2024-06-30,0,True
719,216,BR,2024-07-02,1,False
720,217,P,2024-06-12,0,True
721,217,BA,2024-06-15,0,True
722,217,AS,2024-06-17,0,True
723,217,D,2024-06-24,1,False
724,218,P,2024-06-15,0,True
725,218,AS,2024-06-18,0,True
726,218,D,2024-06-23,1,False
727,219,P,2024-06-20,0,True
728,219,BR,2024-06-23,1,False
729,220,P,2024-06-13,0,True
730,220,AS,2024-06-18,0,True
731,220,D,2024-07-03,1,False
732,221,P,2024-06-13,0,True
733,221,AS,2024-06-18,0,True
734,221,D,2024-06-26,1,False
735,222,P,2024-06-28,0,True
736,222,AS,2024-07-04,0,True
737,222,D,2024-07-05,1,False
738,223,P,2024-06-25,0,True
739,223,AS,2024-06-27,0,True
740,223,D,2024-07-01,1,False
741,224,P,2024-06-20,0,True
742,224,AS,2024-06-23,0,True
743,224,D,2024-07-04,1,False
744,225,P,2024-06-30,0,True
745,225,AS,2024-07-03,1,True
747,226,P,2024-06-10,0,True
748,226,BZ,2024-06-15,0,True
749,226,BV,2024-07-04,1,True
752,227,P,2024-06-29,0,True
753,227,AS,2024-07-03,1,True
755,228,P,2024-06-28,0,True
756,228,AS,2024-06-30,1,True
758,229,P,2024-06-14,0,True
759,229,AS,2024-06-19,0,True
760,229,D,2024-07-01,1,False
761,230,P,2024-06-14,0,True
762,230,BR,2024-06-19,1,False
763,231,P,2024-06-06,0,True
764,231,BA,2024-06-10,0,True
765,231,AS,2024-06-13,0,True
766,231,D,2024-06-14,1,False
767,232,P,2024-06-26,0,True
768,232,AS,2024-06-29,1,True
770,233,P,2024-06-22,0,True
771,233,AS,2024-06-26,1,True
773,234,P,2024-07-03,1,True
777,235,P,2024-06-18,0,True
778,235,AS,2024-06-22,0,True
779,235,D,2024-07-03,1,False
780,236,P,2024-06-28,0,True
781,236,BR,2024-07-03,1,False
782,237,P,2024-06-15,0,True
783,237,AS,2024-06-19,0,True
784,237,D,2024-06-30,1,False
785,238,P,2024-06-18,0,True
786,238,AS,2024-06-21,0,True
787,238,D,2024-06-22,1,False
788,239,P,2024-07-02,0,True
789,239,AS,2024-07-05,1,True
791,240,P,2024-07-03,1,True
795,241,P,2024-06-20,0,True
796,241,AS,2024-06-24,0,True
797,241,D,2024-07-02,1,False
798,242,P,2024-06-10,0,True
799,242,BA,2024-06-15,0,True
800,242,AS,2024-06-19,0,True
801,242,D,2024-06-30,1,False
802,243,P,2024-06-22,0,True
803,243,AS,2024-06-27,1,True
805,244,P,2024-07-01,0,True
806,244,BA,2024-07-05,1,True
809,245,P,2024-06-05,0,True
810,245,AS,2024-06-11,0,True
811,245,D,2024-06-13,1,False
812,246,P,2024-06-09,0,True
813,246,BZ,2024-06-13,0,True
814,246,AS,2024-06-21,0,True
815,246,D,2024-06-27,1,False
816,247,P,2024-06-17,0,True
817,247,BA,2024-06-19,0,True
818,247,AS,2024-06-22,1,True
820,248,P,2024-06-23,0,True
821,248,AS,2024-06-28,0,True
822,248,D,2024-06-29,1,False
823,249,P,2024-06-18,0,True
824,249,AS,2024-06-20,0,True
825,249,D,2024-07-03,1,False
826,250,P,2024-07-01,1,True
829,251,P,2024-06-09,0,True
830,251,AS,2024-06-10,0,True
831,251,D,2024-06-21,1,False
832,252,P,2024-06-10,0,True
833,252,AS,2024-06-14,0,True
834,252,D,2024-06-30,1,False
835,253,P,2024-06-25,0,True
836,253,AS,2024-06-26,1,True
838,254,P,2024-07-02,1,True
841,255,P,2024-06-08,0,True
842,255,BA,2024-06-09,0,True
843,255,AS,2024-06-10,0,True
844,255,D,2024-06-19,1,False
845,256,P,2024-06-08,0,True
846,256,BB,2024-06-12,0,True
847,256,AS,2024-06-24,0,True
848,256,D,2024-07-02,1,False
849,257,P,2024-06-28,0,True
850,257,AS,2024-07-01,1,True
852,258,P,2024-06-27,0,True
853,258,BR,2024-06-29,1,False
854,259,P,2024-06-11,0,True
855,259,BA,2024-06-16,0,True
856,259,AS,2024-06-20,0,True
857,259,D,2024-06-28,1,False
858,260,P,2024-06-23,0,True
859,260,AS,2024-06-27,1,True
861,261,P,2024-06-17,0,True
862,261,BV,2024-06-19,0,True
863,261,AS,2024-06-29,1,True
865,262,P,2024-06-09,0,True
866,262,AS,2024-06-13,0,True
867,262,D,2024-06-19,1,False
868,263,P,2024-06-30,1,True
871,264,P,2024-06-23,0,True
872,264,AS,2024-06-26,1,True
874,265,P,2024-06-10,0,True
875,265,BV,2024-06-14,0,True
876,265,D,2024-06-29,1,False
877,266,P,2024-07-03,1,True
880,267,P,2024-07-04,1,True
883,268,P,2024-06-15,0,True
884,268,BA,2024-06-20,0,True
885,268,AS,2024-06-22,0,True
886,268,D,2024-07-01,1,False
887,269,P,2024-06-10,0,True
888,269,AS,2024-06-14,0,True
889,269,D,2024-06-26,1,False
890,270,P,2024-06-16,0,True
891,270,BB,2024-06-17,0,True
892,270,AS,2024-07-01,1,True
894,271,P,2024-07-03,1,True
898,272,P,2024-06-23,0,True
899,272,BV,2024-06-28,0,True
900,272,BR,2024-07-02,1,False
901,273,P,2024-06-15,0,True
902,273,AS,2024-06-18,0,True
903,273,D,2024-06-27,1,False
904,274,P,2024-07-02,0,True
905,274,AS,2024-07-04,1,True
907,275,P,2024-06-13,0,True
908,275,BB,2024-06-17,0,True
909,275,BA,2024-06-21,0,True
910,275,AS,2024-06-24,0,True
911,275,BR,2024-07-04,1,False
912,276,P,2024-06-24,0,True
913,276,AS,2024-07-01,1,True
915,277,P,2024-06-28,0,True
916,277,BA,2024-06-30,0,True
917,277,AS,2024-07-01,1,True
919,278,P,2024-06-17,0,True
920,278,BV,2024-06-21,0,True
921,278,D,2024-07-05,1,False
922,279,P,2024-06-07,0,True
923,279,BA,2024-06-12,0,True
924,279,D,2024-06-15,1,False
925,280,P,2024-06-05,0,True
926,280,AS,2024-06-08,0,True
927,280,D,2024-06-14,1,False
928,281,P,2024-06-30,0,True
929,281,AS,2024-07-05,1,True
931,282,P,2024-06-08,0,True
932,282,AS,2024-06-12,0,True
933,282,D,2024-06-19,1,False
934,283,P,2024-06-27,0,True
935,283,BA,2024-07-01,0,True
936,283,D,2024-07-04,1,False
937,284,P,2024-06-05,0,True
938,284,BA,2024-06-07,0,True
939,284,AS,2024-06-09,0,True
940,284,D,2024-06-20,1,False
941,285,P,2024-06-09,0,True
942,285,AS,2024-06-11,0,True
943,285,D,2024-06-19,1,False
944,286,P,2024-06-18,0,True
945,286,AS,2024-06-20,0,True
946,286,D,2024-07-03,1,False
947,287,P,2024-06-13,0,True
948,287,AS,2024-06-19,0,True
949,287,D,2024-06-29,1,False
950,288,P,2024-06-16,0,True
951,288,BB,2024-06-19,0,True
952,288,BR,2024-06-30,1,False
953,289,P,2024-06-06,0,True
954,289,BA,2024-06-08,0,True
955,289,AS,2024-06-09,0,True
956,289,D,2024-06-20,1,False
957,290,P,2024-06-27,0,True
958,290,AS,2024-06-30,0,True
959,290,D,2024-07-05,1,False
960,291,P,2024-06-07,0,True
961,291,BA,2024-06-11,0,True
962,291,AS,2024-06-14,0,True
963,291,D,2024-06-26,1,False
964,292,P,2024-06-29,0,True
965,292,BB,2024-07-02,1,True
968,293,P,2024-06-11,0,True
969,293,BA,2024-06-13,0,True
970,293,D,2024-06-16,1,False
971,294,P,2024-06-16,0,True
972,294,AS,2024-06-19,0,True
973,294,D,2024-06-24,1,False
974,295,P,2024-06-13,0,True
975,295,AS,2024-06-19,0,True
976,295,D,2024-06-24,1,False
977,296,P,2024-06-09,0,True
978,296,AS,2024-06-13,0,True
979,296,D,2024-06-23,1,False
980,297,P,2024-06-30,0,True
981,297,AS,2024-07-03,1,True
983,298,P,2024-06-11,0,True
984,298,AS,2024-06-13,0,True
985,298,D,2024-06-24,1,False
986,299,P,2024-06-20,0,True
987,299,BB,2024-06-23,0,True
988,299,AS,2024-07-01,1,True
990,300,P,2024-06-26,0,True
991,300,BA,2024-06-30,0,True
992,300,AS,2024-07-02,0,True
993,300,BR,2024-07-05,1,False
994,301,P,2024-06-06,0,True
995,301,AS,2024-06-08,0,True
996,301,D,2024-06-10,1,False
